URL_ID,URL,POSITIVE SCORE,NEGATIVE SCORE,POLARITY SCORE,SUBJECTIVITY SCORE,AVG SENTENCE LENGTH,PERCENTAGE OF COMPLEX WORDS,FOG INDEX,AVG NUMBER OF WORDS PER SENTENCE,COMPLEX WORD COUNT,WORD COUNT,SYLLABLE PER WORD,PERSONAL PRONOUNS,AVG WORD LENGTH
49,https://insights.blackcoffer.com/ai-human-robotics-machine-future-planet-blackcoffer-thinking-jobs-workplace/,26,24,0.040001,0.0837520936620568,7.111111111111111,38.54166666666667,18.261111111111116,7.111111111111111,222,587,2.295138888888889,5,7.045138888888889
50,https://insights.blackcoffer.com/how-ai-will-change-the-world-blackcoffer/,55,24,0.3924060632911392,0.1323283079860497,9.623188405797102,42.31927710843373,20.776986205692335,9.623188405797102,281,668,2.4894578313253013,21,7.424698795180723
51,https://insights.blackcoffer.com/future-of-work-how-ai-has-entered-the-workplace/,59,20,0.4936718860759493,0.1323283079860497,9.05,40.60773480662984,19.863093922651935,9.05,294,724,2.3977900552486187,11,7.339779005524861
52,https://insights.blackcoffer.com/ai-tool-alexa-google-assistant-finance-banking-tool-future/,24,0,1.000001,0.0402010049577872,10.782608695652174,44.75806451612903,22.21626928471248,10.782608695652174,111,248,2.5725806451612905,0,7.899193548387097
53,https://insights.blackcoffer.com/ai-healthcare-revolution-ml-technology-algorithm-google-analytics-industrialrevolution/,75,39,0.3157904736842105,0.1909547735494895,68.1,37.29809104258444,42.15923641703378,68.1,254,688,2.2848751835535976,15,7.204111600587371
54,https://insights.blackcoffer.com/all-you-need-to-know-about-online-marketing/,22,0,1.000001,0.0368509212113049,7.982142857142857,44.51901565995526,21.000463406839245,7.982142857142857,199,447,2.378076062639821,0,7.333333333333333
55,https://insights.blackcoffer.com/evolution-of-advertising-industry/,14,5,0.4736852105263157,0.0318257955915815,8.902439024390244,48.76712328767123,23.067824924824592,8.902439024390244,178,367,2.589041095890411,1,7.802739726027397
56,https://insights.blackcoffer.com/how-data-analytics-can-help-your-business-respond-to-the-impact-of-covid-19/,3,4,-0.1428561428571428,0.0117252931126879,11.23076923076923,45.89041095890411,22.84847207586934,11.23076923076923,67,146,2.568493150684932,2,7.4520547945205475
58,https://insights.blackcoffer.com/environmental-impact-of-the-covid-19-pandemic-lesson-for-the-future/,23,67,-0.4888878888888889,0.1507537685917022,11.428571428571429,38.75,20.071428571428573,11.428571428571429,248,641,2.315625,2,7.1640625
59,https://insights.blackcoffer.com/how-data-analytics-and-ai-are-used-to-halt-the-covid-19-pandemic/,16,15,0.032259064516129,0.0519262980704752,10.466666666666669,39.80891719745223,20.11023354564756,10.466666666666669,125,315,2.359872611464968,4,7.130573248407643
60,https://insights.blackcoffer.com/difference-between-artificial-intelligence-machine-learning-statistics-and-data-mining/,55,38,0.1827966989247312,0.1557788942114256,6.836363636363636,41.3563829787234,19.277098646034815,6.836363636363636,311,766,2.421542553191489,10,7.3936170212765955
61,https://insights.blackcoffer.com/how-python-became-the-first-choice-for-data-science/,41,3,0.8636373636363637,0.0737018424226099,7.295454545454546,37.69470404984423,17.996063438119513,7.295454545454546,121,322,2.392523364485981,3,7.252336448598131
62,https://insights.blackcoffer.com/how-google-fit-measure-heart-and-respiratory-rates-using-a-phone/,3,0,1.000001,0.0050251256197234,11.176470588235292,31.57894736842105,17.102167182662537,11.176470588235292,60,192,2.057894736842105,0,6.7
63,https://insights.blackcoffer.com/what-is-the-future-of-mobile-apps/,21,9,0.400001,0.050251256197234,10.76,29.739776951672862,16.199910780669146,10.76,160,541,2.091078066914498,1,6.488847583643123
64,https://insights.blackcoffer.com/impact-of-ai-in-health-and-medicine/,21,8,0.4482768620689655,0.0485762143239929,14.173913043478262,46.01226993865031,24.07447319285143,14.173913043478262,150,331,2.5092024539877302,1,7.53680981595092
65,https://insights.blackcoffer.com/telemedicine-what-patients-like-and-dislike-about-it/,14,9,0.217392304347826,0.0385259630845461,5.137931034482759,41.61073825503356,18.69946771580653,5.137931034482759,62,149,2.577181208053691,0,7.912751677852349
66,https://insights.blackcoffer.com/how-we-forecast-future-technologies/,4,0,1.000001,0.0067001674929645,7.0,44.04761904761904,20.419047619047618,7.0,37,84,2.571428571428572,2,7.714285714285714
67,https://insights.blackcoffer.com/can-robots-tackle-late-life-loneliness/,20,34,-0.2592582592592592,0.0904522611550213,5.614035087719298,33.75,15.745614035087721,5.614035087719298,108,320,2.16875,19,6.865625
68,https://insights.blackcoffer.com/embedding-care-robots-into-society-socio-technical-considerations/,5,2,0.4285724285714285,0.0117252931126879,7.272727272727272,33.75,16.40909090909091,7.272727272727272,27,80,2.3,1,7.0625
69,https://insights.blackcoffer.com/management-challenges-for-future-digitalization-of-healthcare-services/,45,18,0.4285724285714285,0.1055276380141915,9.85483870967742,46.317512274959086,22.468940393854606,9.85483870967742,283,614,2.5941080196399344,0,7.847790507364976
70,https://insights.blackcoffer.com/are-we-any-closer-to-preventing-a-nuclear-holocaust/,7,17,-0.4166656666666667,0.0402010049577872,7.3125,35.04273504273504,16.942094017094018,7.3125,82,227,2.17948717948718,9,6.931623931623932
71,https://insights.blackcoffer.com/will-technology-eliminate-the-need-for-animal-testing-in-drug-development/,20,37,-0.2982446140350877,0.0954773867747447,8.557692307692308,36.62921348314607,18.07476231633535,8.557692307692308,163,445,2.289887640449438,7,6.9820224719101125
72,https://insights.blackcoffer.com/will-we-ever-understand-the-nature-of-consciousness/,26,48,-0.2972962972972973,0.123953098619844,10.586666666666666,48.2367758186398,23.529376994122586,10.586666666666666,383,791,2.5239294710327456,16,7.770780856423173
73,https://insights.blackcoffer.com/will-we-ever-colonize-outer-space/,41,22,0.3015883015873015,0.1055276380141915,10.28358208955224,33.81712626995646,17.640283343803482,10.28358208955224,233,692,2.1988388969521044,18,6.878084179970973
74,https://insights.blackcoffer.com/what-is-the-chance-homo-sapiens-will-survive-for-the-next-500-years/,29,23,0.1153856153846153,0.087102177408539,7.7974683544303796,34.9025974025974,17.080026302811113,7.7974683544303796,215,616,2.227272727272727,18,6.85551948051948
75,https://insights.blackcoffer.com/why-does-your-business-need-a-chatbot/,23,8,0.4838719677419354,0.0519262980704752,4.873015873015873,41.69381107491857,18.62673077917378,4.873015873015873,128,309,2.456026058631922,1,7.250814332247557
76,https://insights.blackcoffer.com/how-you-lead-a-project-or-a-team-without-any-technical-expertise/,37,8,0.6444454444444445,0.0753768842958511,7.212121212121212,37.60504201680672,17.926865291571172,7.212121212121212,179,485,2.2521008403361344,3,7.184873949579832
77,https://insights.blackcoffer.com/can-you-be-great-leader-without-technical-expertise/,26,6,0.625001,0.0536013399437163,9.705882352941176,47.87878787878788,23.03386809269162,9.705882352941176,79,164,2.3696969696969696,8,7.284848484848485
78,https://insights.blackcoffer.com/how-does-artificial-intelligence-affect-the-environment/,38,15,0.4339632641509434,0.0887772192817802,9.73611111111111,44.36519258202568,21.640521477254715,9.73611111111111,311,702,2.500713266761769,8,7.624821683309558
79,https://insights.blackcoffer.com/how-to-overcome-your-fear-of-making-mistakes-2/,22,66,-0.499999,0.1474036848452199,4.7,35.638297872340424,16.135319148936173,4.7,134,379,2.265957446808511,9,7.14095744680851
80,https://insights.blackcoffer.com/is-perfection-the-greatest-enemy-of-productivity/,50,23,0.3698640136986301,0.1222780567466029,5.538461538461538,30.09259259259259,14.252421652421653,5.538461538461538,130,429,2.0462962962962963,5,6.530092592592593
81,https://insights.blackcoffer.com/global-financial-crisis-2008-causes-effects-and-its-solution/,19,32,-0.2549009607843137,0.0854271355352979,10.285714285714286,30.729166666666668,16.40595238095238,10.285714285714286,177,582,2.0572916666666665,4,6.53125
82,https://insights.blackcoffer.com/gender-diversity-and-equality-in-the-tech-industry/,28,23,0.0980402156862745,0.0854271355352979,8.30952380952381,40.83094555873926,19.65618774730523,8.30952380952381,285,716,2.4398280802292263,9,7.256446991404012
83,https://insights.blackcoffer.com/how-to-overcome-your-fear-of-making-mistakes/,22,76,-0.5510194081632652,0.1641541035776313,4.831325301204819,36.15960099750624,16.396370519484424,4.831325301204819,145,404,2.27930174563591,11,7.184538653366584
84,https://insights.blackcoffer.com/how-small-business-can-survive-the-coronavirus-crisis/,37,29,0.1212131212121212,0.1105527636339149,9.90625,36.59305993690852,18.599723974763407,9.90625,232,642,2.2886435331230284,5,6.960567823343848
85,https://insights.blackcoffer.com/impacts-of-covid-19-on-vegetable-vendors-and-food-stalls/,23,13,0.2777787777777777,0.0603015074366808,13.333333333333334,34.72222222222222,19.222222222222225,13.333333333333334,125,360,2.338888888888889,1,7.263888888888889
86,https://insights.blackcoffer.com/impacts-of-covid-19-on-vegetable-vendors/,36,24,0.200001,0.1005025123944681,14.35,39.198606271777,21.4194425087108,14.35,225,574,2.4094076655052263,1,7.43205574912892
87,https://insights.blackcoffer.com/impact-of-covid-19-pandemic-on-tourism-aviation-industries/,31,47,-0.2051272051282051,0.1306532661128086,9.5375,38.53211009174312,19.22784403669725,9.5375,294,773,2.269986893840105,6,7.115334207077327
88,https://insights.blackcoffer.com/impact-of-covid-19-pandemic-on-sports-events-around-the-world/,19,178,-0.8071055989847715,0.3299832490285038,8.300518134715025,30.274656679151065,15.430069925546437,8.300518134715025,485,1771,2.00374531835206,2,6.408863920099876
89,https://insights.blackcoffer.com/changing-landscape-and-emerging-trends-in-the-indian-it-ites-industry/,33,42,-0.119999,0.1256281404930851,9.182926829268292,39.04382470119522,19.290700612185407,9.182926829268292,294,756,2.334661354581673,11,7.245683930942895
90,https://insights.blackcoffer.com/online-gaming-adolescent-online-gaming-effects-demotivated-depression-musculoskeletal-and-psychosomatic-symptoms/,28,66,-0.4042543191489361,0.1574539360846667,13.583333333333334,42.08588957055215,22.267689161554195,13.583333333333334,343,812,2.4294478527607364,0,7.310429447852761
91,https://insights.blackcoffer.com/human-rights-outlook/,3,3,1e-06,0.0100502512394468,7.0,38.095238095238095,18.038095238095238,7.0,24,64,2.365079365079365,2,7.142857142857143
92,https://insights.blackcoffer.com/how-voice-search-makes-your-business-a-successful-business/,29,4,0.7575767575757576,0.0552763818169574,9.347826086956522,30.0,15.73913043478261,9.347826086956522,129,447,2.0348837209302326,2,6.641860465116279
93,https://insights.blackcoffer.com/how-the-covid-19-crisis-is-redefining-jobs-and-services/,36,31,0.0746278656716417,0.1122278055071561,5.545454545454546,46.79582712369598,20.93651266766021,5.545454545454546,314,672,2.4843517138599105,6,7.545454545454546
94,https://insights.blackcoffer.com/how-to-increase-social-media-engagement-for-marketers/,42,14,0.500001,0.0938023449015036,8.157894736842104,39.35483870967742,19.00509337860781,8.157894736842104,305,782,2.3225806451612905,4,7.205161290322581
95,https://insights.blackcoffer.com/impacts-of-covid-19-on-streets-sides-food-stalls/,27,30,-0.0526305789473684,0.0954773867747447,10.04255319148936,35.59322033898305,18.254309412188967,10.04255319148936,168,472,2.2838983050847457,3,7.088983050847458
96,https://insights.blackcoffer.com/coronavirus-impact-on-energy-markets-2/,15,41,-0.4642847142857143,0.0938023449015036,14.721311475409836,41.202672605790646,22.369593632480193,14.721311475409836,370,904,2.38641425389755,1,7.132516703786192
97,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry-5/,13,41,-0.5185175185185185,0.0904522611550213,8.166666666666666,38.32199546485261,18.595464852607712,8.166666666666666,169,448,2.3492063492063493,4,7.174603174603175
98,https://insights.blackcoffer.com/lessons-from-the-past-some-key-learnings-relevant-to-the-coronavirus-crisis-4/,32,44,-0.1578937368421052,0.1273031823663263,6.930555555555555,36.47294589178357,17.36140057893565,6.930555555555555,182,500,2.2605210420841684,36,7.056112224448897
99,https://insights.blackcoffer.com/estimating-the-impact-of-covid-19-on-the-world-of-work-2/,19,26,-0.1555545555555555,0.0753768842958511,12.16216216216216,42.44444444444444,21.842642642642645,12.16216216216216,191,451,2.422222222222222,12,7.291111111111111
100,https://insights.blackcoffer.com/estimating-the-impact-of-covid-19-on-the-world-of-work-3/,18,37,-0.3454535454545455,0.0921273030282624,10.948275862068966,37.16535433070866,19.245452077111054,10.948275862068966,236,649,2.2724409448818896,5,6.954330708661417
101,https://insights.blackcoffer.com/travel-and-tourism-outlook/,3,3,1e-06,0.0100502512394468,6.9,28.98550724637681,14.354202898550724,6.9,20,71,2.101449275362319,2,6.6231884057971016
102,https://insights.blackcoffer.com/gaming-disorder-and-effects-of-gaming-on-health/,24,41,-0.2615374615384616,0.1088777217606738,8.033898305084746,36.28691983122363,17.72832725452335,8.033898305084746,172,482,2.2447257383966246,13,6.970464135021097
103,https://insights.blackcoffer.com/what-is-the-repercussion-of-the-environment-due-to-the-covid-19-pandemic-situation/,5,24,-0.6551714137931034,0.0485762143239929,8.885714285714286,35.69131832797427,17.830813045475423,8.885714285714286,111,315,2.2186495176848875,4,6.803858520900322
104,https://insights.blackcoffer.com/what-is-the-repercussion-of-the-environment-due-to-the-covid-19-pandemic-situation-2/,26,52,-0.3333323333333333,0.1306532661128086,11.208333333333334,43.68029739776952,21.955452292441144,11.208333333333334,235,542,2.449814126394052,2,7.442379182156134
105,https://insights.blackcoffer.com/impact-of-covid-19-pandemic-on-office-space-and-co-working-industries/,22,34,-0.2142847142857142,0.0938023449015036,10.81578947368421,32.360097323600975,17.270354718914074,10.81578947368421,133,398,2.102189781021898,6,6.7128953771289535
106,https://insights.blackcoffer.com/contribution-of-handicrafts-visual-arts-literature-in-the-indian-economy/,5,2,0.4285724285714285,0.0117252931126879,9.5,42.10526315789473,20.642105263157895,9.5,88,214,2.291866028708134,0,7.181818181818182
107,https://insights.blackcoffer.com/how-covid-19-is-impacting-payment-preferences/,12,3,0.600001,0.025125628098617,7.432432432432432,27.63636363636364,14.027518427518428,7.432432432432432,76,283,2.021818181818182,2,6.370909090909091
108,https://insights.blackcoffer.com/how-will-covid-19-affect-the-world-of-work-2/,32,54,-0.2558129534883721,0.1440536010987377,15.787878787878787,40.49904030710173,22.514767637992207,15.787878787878787,211,516,2.3550863723608444,3,7.236084452975048
109,https://insights.blackcoffer.com/lessons-from-the-past-some-key-learnings-relevant-to-the-coronavirus-crisis/,24,21,0.0666676666666666,0.0753768842958511,7.258064516129032,24.0,12.503225806451614,7.258064516129032,54,225,1.991111111111111,37,6.422222222222223
110,https://insights.blackcoffer.com/covid-19-how-have-countries-been-responding/,6,38,-0.7272717272727273,0.0737018424226099,10.173913043478262,37.60683760683761,19.112300260126347,10.173913043478262,176,470,2.232905982905983,1,6.967948717948718
111,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry-2/,13,31,-0.4090899090909091,0.0737018424226099,8.807692307692308,44.10480349344978,21.164998320456835,8.807692307692308,202,458,2.434497816593886,0,7.526200873362446
112,https://insights.blackcoffer.com/how-will-covid-19-affect-the-world-of-work-3/,22,47,-0.3623178405797101,0.1155778892536383,9.296296296296296,39.8406374501992,19.654773498598203,9.296296296296296,200,502,2.340637450199204,2,7.45816733067729
113,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry-3/,21,35,-0.249999,0.0938023449015036,10.648148148148149,38.26086956521739,19.56360708534622,10.648148148148149,220,589,2.3547826086956523,8,7.026086956521739
114,https://insights.blackcoffer.com/estimating-the-impact-of-covid-19-on-the-world-of-work/,39,46,-0.0823519411764705,0.1423785592254965,9.56338028169014,32.98969072164948,17.02122840133585,9.56338028169014,224,687,2.153166421207658,5,6.871870397643593
115,https://insights.blackcoffer.com/covid-19-how-have-countries-been-responding-2/,19,44,-0.3968243968253968,0.1055276380141915,12.40277777777778,37.96192609182531,20.14588154784124,12.40277777777778,339,932,2.2486002239641656,10,6.763717805151176
116,https://insights.blackcoffer.com/how-will-covid-19-affect-the-world-of-work-4/,22,25,-0.0638287872340425,0.0787269680423333,28.5,20.175438596491222,19.470175438596492,28.5,69,341,1.8011695906432748,35,5.900584795321637
117,https://insights.blackcoffer.com/lessons-from-the-past-some-key-learnings-relevant-to-the-coronavirus-crisis-2/,29,69,-0.4081622653061225,0.1641541035776313,12.445945945945946,38.65363735070576,20.439833318660682,12.445945945945946,356,936,2.3148751357220414,13,7.2052117263843645
118,https://insights.blackcoffer.com/lessons-from-the-past-some-key-learnings-relevant-to-the-coronavirus-crisis-3/,27,58,-0.3647048823529412,0.1423785592254965,6.666666666666667,22.2,11.546666666666667,6.666666666666667,111,501,1.954,6,6.378
119,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry-4/,8,14,-0.2727262727272727,0.0368509212113049,11.25,43.888888888888886,22.055555555555557,11.25,79,187,2.561111111111111,1,7.511111111111111
120,https://insights.blackcoffer.com/why-scams-like-nirav-modi-happen-with-indian-banks/,40,88,-0.374999,0.2144053597748653,12.386363636363637,40.27522935779817,21.064637197664723,12.386363636363637,439,1090,2.31743119266055,3,7.08348623853211
121,https://insights.blackcoffer.com/impact-of-covid-19-on-the-global-economy/,31,60,-0.3186803186813187,0.1524288104649433,8.476190476190476,30.1498127340824,15.450401284109152,8.476190476190476,161,534,2.0786516853932584,20,6.646067415730337
122,https://insights.blackcoffer.com/impact-of-covid-19coronavirus-on-the-indian-economy-2/,29,63,-0.3695642173913043,0.1541038523381845,8.505747126436782,35.54054054054054,17.61851506679093,8.505747126436782,263,753,2.264864864864865,9,6.964864864864865
123,https://insights.blackcoffer.com/impact-of-covid-19-on-the-global-economy-2/,34,81,-0.4086946521739131,0.1926298154227306,10.133333333333333,35.6578947368421,18.316491228070173,10.133333333333333,271,769,2.2657894736842104,19,7.086842105263158
124,https://insights.blackcoffer.com/impact-of-covid-19-coronavirus-on-the-indian-economy-3/,46,72,-0.2203379830508474,0.197654941042454,14.17142857142857,39.314516129032256,21.394377880184333,14.17142857142857,390,1007,2.282258064516129,8,7.092741935483871
125,https://insights.blackcoffer.com/should-celebrities-be-allowed-to-join-politics/,53,18,0.4929587464788732,0.1189279730001206,12.553846153846154,45.34313725490196,23.158793363499246,12.553846153846154,370,818,2.480392156862745,3,7.416666666666667
126,https://insights.blackcoffer.com/how-prepared-is-india-to-tackle-a-possible-covid-19-outbreak/,14,24,-0.2631568947368421,0.0636515911831631,11.147058823529411,35.62005277044855,18.706844637591185,11.147058823529411,135,382,2.2612137203166225,2,7.094986807387863
127,https://insights.blackcoffer.com/how-will-covid-19-affect-the-world-of-work/,40,95,-0.4074064074074074,0.2261306528875533,10.746478873239436,38.00786369593709,19.501737027670615,10.746478873239436,290,760,2.339449541284404,5,7.146788990825688
128,https://insights.blackcoffer.com/controversy-as-a-marketing-strategy/,28,45,-0.2328757123287671,0.1222780567466029,6.483870967741935,36.81592039800995,17.319916546300757,6.483870967741935,148,399,2.2611940298507465,5,7.08955223880597
129,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry/,5,23,-0.6428561428571429,0.0469011724507518,12.62962962962963,36.070381231671554,19.480004344520474,12.62962962962963,123,344,2.2991202346041058,0,6.979472140762463
130,https://insights.blackcoffer.com/coronavirus-impact-on-energy-markets/,20,58,-0.4871784871794872,0.1306532661128086,16.591836734693878,33.33333333333333,19.970068027210885,16.591836734693878,271,820,2.243542435424354,2,6.7220172201722015
131,https://insights.blackcoffer.com/what-are-the-key-policies-that-will-mitigate-the-impacts-of-covid-19-on-the-world-of-work/,84,29,0.4867266637168141,0.1892797316762483,12.211267605633802,39.67704728950404,20.75532595805514,12.211267605633802,344,867,2.349480968858132,0,7.367935409457901
132,https://insights.blackcoffer.com/marketing-drives-results-with-a-focus-on-problems/,23,20,0.0697684418604651,0.0720268005493688,10.316666666666666,39.25686591276252,19.829413031771676,10.316666666666666,243,618,2.4119547657512115,5,7.392568659127625
133,https://insights.blackcoffer.com/continued-demand-for-sustainability/,46,31,0.1948061948051948,0.1289782242395674,12.61904761904762,52.264150943396224,25.953279424977538,12.61904761904762,277,521,2.7,1,7.907547169811321
134,https://insights.blackcoffer.com/coronavirus-disease-covid-19-effect-the-impact-and-role-of-mass-media-during-the-pandemic/,9,14,-0.217390304347826,0.0385259630845461,14.2,41.31455399061033,22.20582159624413,14.2,88,213,2.492957746478873,4,7.60093896713615
135,https://insights.blackcoffer.com/should-people-wear-fabric-gloves-seeking-evidence-regarding-the-differential-transfer-of-covid-19-or-coronaviruses-generally-between-surfaces/,5,7,-0.1666656666666666,0.0201005024788936,7.8125,24.0,12.725000000000001,7.8125,30,125,2.024,2,6.568
136,https://insights.blackcoffer.com/why-is-there-a-severe-immunological-and-inflammatory-explosion-in-those-affected-by-sarms-covid-19/,0,16,-0.999999,0.0268006699718581,8.277777777777779,40.939597315436245,19.686950037285612,8.277777777777779,61,149,2.6308724832214767,3,7.711409395973154
137,https://insights.blackcoffer.com/what-do-you-think-is-the-lesson-or-lessons-to-be-learned-with-covid-19/,4,6,-0.199999,0.0167504187324113,9.090909090909092,37.0,18.436363636363637,9.090909090909092,37,104,2.22,4,6.66
138,https://insights.blackcoffer.com/coronavirus-the-unexpected-challenge-for-the-european-union/,5,11,-0.374999,0.0268006699718581,7.428571428571429,51.92307692307693,23.740659340659345,7.428571428571429,54,104,2.548076923076923,6,7.538461538461538
139,https://insights.blackcoffer.com/industrial-revolution-4-0-pros-and-cons/,33,20,0.2452840188679245,0.0887772192817802,10.181818181818182,49.10714285714285,23.715584415584416,10.181818181818182,165,333,2.5535714285714284,2,7.541666666666667
140,https://insights.blackcoffer.com/impact-of-covid-19-coronavirus-on-the-indian-economy/,14,54,-0.588234294117647,0.1139028473803972,11.5,33.54037267080746,18.016149068322985,11.5,162,494,2.165631469979296,0,6.716356107660456
141,https://insights.blackcoffer.com/impact-of-covid-19-coronavirus-on-the-indian-economy-2/,8,48,-0.7142847142857143,0.0938023449015036,9.925,34.5088161209068,17.77352644836272,9.925,137,404,2.2443324937027707,4,6.899244332493703
142,https://insights.blackcoffer.com/impact-of-covid-19coronavirus-on-the-indian-economy/,36,65,-0.2871277128712871,0.1691792291973547,11.583333333333334,41.84652278177458,21.371942446043168,11.583333333333334,349,850,2.3980815347721824,0,7.232613908872902
143,https://insights.blackcoffer.com/impact-of-covid-19-coronavirus-on-the-global-economy/,5,23,-0.6428561428571429,0.0469011724507518,8.2,37.63066202090592,18.332264808362368,8.2,108,288,2.4285714285714284,1,7.16376306620209
145,https://insights.blackcoffer.com/blockchain-in-fintech/,15,14,0.0344837586206896,0.0485762143239929,10.62162162162162,37.913486005089055,19.41404305068427,10.62162162162162,149,394,2.4198473282442747,2,7.697201017811705
146,https://insights.blackcoffer.com/blockchain-for-payments/,22,27,-0.1020398163265306,0.0820770517888156,8.63265306122449,42.78959810874704,20.568900467988612,8.63265306122449,181,425,2.4680851063829787,3,7.794326241134752
147,https://insights.blackcoffer.com/the-future-of-investing/,37,10,0.5744690851063831,0.0787269680423333,11.353846153846154,37.669376693766935,19.609289139045238,11.353846153846154,278,760,2.2804878048780486,18,7.033875338753387
148,https://insights.blackcoffer.com/big-data-analytics-in-healthcare/,26,42,-0.2352931176470588,0.1139028473803972,8.923076923076923,40.0,19.56923076923077,8.923076923076923,232,584,2.3224137931034483,2,7.082758620689655
149,https://insights.blackcoffer.com/business-analytics-in-the-healthcare-industry/,29,4,0.7575767575757576,0.0552763818169574,12.4,52.956989247311824,26.142795698924733,12.4,197,378,2.6586021505376345,0,7.989247311827957
150,https://insights.blackcoffer.com/challenges-and-opportunities-of-big-data-in-healthcare/,30,36,-0.0909080909090909,0.1105527636339149,7.46969696969697,41.37931034482759,19.539602925809824,7.46969696969697,204,493,2.4198782961460448,7,7.22920892494929
